scene,object_name,object_id,symmetry,valid_points,pointnet_rot_deg,pointnet_trans_cm,final_rot_deg,final_trans_cm,icp_rot_improvement_deg,icp_trans_improvement_cm,icp_fitness,icp_rmse_cm,icp_quarter_turn_used,final_pass_5deg_1cm,rgb_path
2-6-3,bleach_cleanser,8,z2,1537,123.74923677141138,1.7058698,123.74923677141138,1.7058697938919067,0.0,0.0,0.0,0.0,False,False,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-6-3_color_kinect.png
2-6-3,mustard_bottle,42,z2,1078,117.79161397732987,1.5203094,117.79161397732987,1.5203094482421875,0.0,0.0,0.0,0.0,False,False,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-6-3_color_kinect.png
2-77-11,mustard_bottle,42,z2,1141,94.2323489054136,1.9109428,94.2323489054136,1.910942792892456,0.0,0.0,0.0,0.0,False,False,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-77-11_color_kinect.png
2-77-11,gelatin_box,30,z2|x2,126,35.71511731975564,1.1228921,35.71511731975564,1.122892141342163,0.0,0.0,0.0,0.0,False,False,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-77-11_color_kinect.png
2-77-11,master_chef_can,39,zinf|x2,385,18.21836448626172,0.17776088,18.21836448626172,0.17776088416576385,0.0,0.0,0.0,0.0,False,False,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-77-11_color_kinect.png
2-6-3,e_toy_airplane,21,z2,123,5.883151779366685,0.12774998,5.883151779366685,0.1277499794960022,0.0,0.0,0.0,0.0,False,False,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-6-3_color_kinect.png
2-77-11,bleach_cleanser,8,z2,1495,4.717799373946076,0.38905337,4.717799373946076,0.3890533745288849,0.0,0.0,0.0,0.0,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-77-11_color_kinect.png
2-77-11,pudding_box,51,z2|x2,188,6.93993590991369,0.13671929,4.479772159066467,0.11041595746356296,2.460163750847223,0.026303328978240018,0.38440111420612816,0.16603459527339196,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-77-11_color_kinect.png
2-6-3,cracker_box,14,z2|x2,190,4.945251151941044,0.20305216,3.7395043642879586,0.15850197038086333,1.205746787653085,0.04455019274322114,0.42295081967213116,0.1635465035602785,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-6-3_color_kinect.png
2-6-3,e_lego_duplo,20,z2,357,3.258947597178646,0.23068348,3.258947597178646,0.23068347573280334,0.0,0.0,0.0,0.0,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-6-3_color_kinect.png
